,student_id,Gender,Assignment_Score 1 (out of 40),Assignment_Score 2(out of 40),Test_Result 1 (out of 10),Test_result 2 (out of 10),Quiz_score (out of 7),Late_submission_count (0-5),Lms_login_frequency level,attendance_rate,midterm_score,weekly_self_study_hours,Study_Habit_level,class_participation,active_days_month,extracurricular_activities,final_score,Course_Biology,Course_Chemistry,Course_Computer Science,Course_Economics,Course_English,Course_History,Course_Mathematics,Course_Physics,Section_A,Section_B,Section_C,performance_level
10,CNSTU1010,1,0.7272727272727272,0.3749999999999999,0.4999999999999999,1.0,0.75,0.0,0,0.33070576682323516,0.4906497947708409,0.29500000000000004,1,0.6521739130434783,0.875,1,91.17394065634326,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Medium
11,CNSTU1011,0,0.36363636363636365,0.4999999999999999,0.33333333333333337,0.0,0.25,3.0,2,0.5285820241026431,0.49018738261928185,0.2925,1,0.39130434782608703,0.2916666666666667,1,79.975996046924,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Low
12,CNSTU1012,0,0.40909090909090906,0.5416666666666666,0.4999999999999999,0.3333333333333333,0.75,0.0,0,0.5270789082929515,0.6317257876465402,0.4175,2,0.39130434782608703,0.08333333333333331,1,98.75260872625265,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Medium
13,CNSTU1013,1,0.4545454545454545,0.7499999999999999,0.8333333333333334,0.5555555555555556,1.0,1.0,0,0.4870835305801231,0.2006772844017738,0.04000000000000001,1,0.4782608695652174,1.0,1,71.10812181910433,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium
14,CNSTU1014,1,0.9090909090909091,0.7083333333333334,0.6666666666666666,0.1111111111111111,0.0,3.0,1,0.9015051034589683,0.23834976683072673,0.0725,1,0.34782608695652173,0.16666666666666669,0,95.3596380316525,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium
15,CNSTU1015,1,0.4545454545454545,0.5416666666666666,0.4999999999999999,0.7777777777777777,1.0,0.0,2,0.661828779008307,0.4708758274851389,0.2775,1,0.34782608695652173,0.9166666666666667,1,79.97910783462648,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Medium
16,CNSTU1016,0,0.7272727272727272,0.8333333333333334,0.6666666666666666,0.8888888888888888,0.5,5.0,2,0.6452721561535308,0.3807671092664485,0.1975,1,0.4782608695652174,0.2916666666666667,0,71.48581996385552,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium
17,CNSTU1017,1,0.4999999999999999,0.8333333333333334,0.4999999999999999,0.7777777777777777,0.5,0.0,1,0.2378842721010619,0.646182799852388,0.43,2,0.30434782608695654,0.75,1,73.16114165945679,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Medium
18,CNSTU1018,0,0.8181818181818182,0.7499999999999999,0.6666666666666666,0.3333333333333333,1.0,1.0,2,0.8560533505091708,0.40172851822909117,0.215,1,0.39130434782608703,0.7083333333333333,1,74.7965269180568,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Medium
19,CNSTU1019,0,0.7727272727272728,0.5416666666666666,0.4999999999999999,0.4444444444444445,0.75,3.0,0,0.4169688938677103,0.3008725930662751,0.1275,1,0.5652173913043478,0.7083333333333333,0,82.24165946401916,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium
20,CNSTU1020,1,1.0,0.9999999999999999,0.8333333333333334,0.2222222222222222,0.25,2.0,1,0.7212638525665751,0.8764630871176441,0.6325000000000001,0,0.34782608695652173,0.8333333333333333,1,83.228354880355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Medium
21,CNSTU1021,0,0.40909090909090906,0.7916666666666666,0.4999999999999999,0.5555555555555556,0.75,0.0,1,0.7721933966821508,0.5381780732360263,0.335,2,0.08695652173913046,0.0,1,72.26299996061421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Medium
22,CNSTU1022,2,0.36363636363636365,0.7916666666666666,0.6666666666666666,0.7777777777777777,1.0,1.0,2,1.0,0.596838974270918,0.3875,2,0.6956521739130435,0.5833333333333333,1,77.75645407739017,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Medium
23,CNSTU1023,1,0.7727272727272728,0.6666666666666666,0.4999999999999999,0.8888888888888888,0.0,1.0,2,0.4006761649265824,0.29838369609064197,0.125,1,0.4347826086956522,0.7083333333333333,1,99.42270358611864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Medium
24,CNSTU1024,1,0.7727272727272728,0.41666666666666663,0.33333333333333337,0.8888888888888888,1.0,3.0,1,0.0,0.47445678842829675,0.27999999999999997,1,0.34782608695652173,1.0,0,95.27543170100712,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium
25,CNSTU1025,0,0.8636363636363636,0.8749999999999999,0.6666666666666666,0.2222222222222222,0.5,4.0,0,0.750287523179253,0.6055178512753067,0.395,2,0.4782608695652174,0.25,1,82.36323669674032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Medium
26,CNSTU1026,0,0.9545454545454545,0.5833333333333334,0.4999999999999999,0.3333333333333333,0.5,5.0,2,1.0,0.3531346178488727,0.17250000000000001,1,0.17391304347826084,0.625,1,78.380034781682,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Medium
27,CNSTU1027,1,0.5909090909090909,0.45833333333333337,0.4999999999999999,1.0,1.0,0.0,0,0.9974110280853767,0.6584729370024677,0.44000000000000006,2,0.8695652173913043,0.625,0,79.20031326718261,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,High
28,CNSTU1028,1,1.0,0.7083333333333334,0.8333333333333334,0.0,0.75,3.0,0,0.7563326799978705,0.4632055953495723,0.27,1,0.4782608695652174,0.5833333333333333,0,84.13517972730416,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium
29,CNSTU1029,1,0.31818181818181823,0.8333333333333334,0.4999999999999999,0.3333333333333333,0.25,0.0,1,0.5920760681621213,0.524994583374678,0.325,2,0.4782608695652174,0.20833333333333331,1,67.77207434801595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Medium
30,CNSTU1030,0,0.31818181818181823,0.7083333333333334,0.4999999999999999,0.5555555555555556,0.75,1.0,2,0.8962697874606365,0.4629920108874538,0.27,1,0.4782608695652174,0.3333333333333333,1,75.42623462576655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Medium
31,CNSTU1031,1,0.5909090909090909,0.7916666666666666,0.4999999999999999,0.1111111111111111,1.0,3.0,2,0.47920368450690454,0.9537889702351207,0.7000000000000001,0,0.39130434782608703,0.25,0,61.314159261224106,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Medium
32,CNSTU1032,0,0.7272727272727272,0.7916666666666666,0.6666666666666666,0.7777777777777777,0.0,0.0,1,0.8187984475956958,0.5806338883857466,0.37250000000000005,2,0.4782608695652174,0.5416666666666667,1,81.9922312260528,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Medium
33,CNSTU1033,0,0.6818181818181818,0.5416666666666666,0.4999999999999999,0.8888888888888888,1.0,5.0,2,0.8256171165086577,0.37179114754215326,0.19,1,0.34782608695652173,0.4166666666666667,0,84.4719593970274,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium
34,CNSTU1034,1,1.0,0.8333333333333334,0.8333333333333334,0.7777777777777777,0.5,0.0,0,0.9555475928924642,0.7478423157539712,0.52,0,0.6956521739130435,0.8333333333333333,1,73.16813537700627,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,High
35,CNSTU1035,0,0.6818181818181818,0.7083333333333334,0.6666666666666666,0.3333333333333333,0.5,1.0,1,1.0,0.339164603339129,0.1625,1,0.5217391304347826,0.625,0,93.73986763290031,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium
36,CNSTU1036,2,0.6363636363636364,0.41666666666666663,0.4999999999999999,0.4444444444444445,1.0,3.0,1,0.7991376996896356,0.6251060523342843,0.41250000000000003,2,0.26086956521739135,1.0,0,65.7423433699766,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Medium
37,CNSTU1037,1,0.4999999999999999,0.8333333333333334,0.33333333333333337,0.2222222222222222,0.75,2.0,2,0.5880176559962664,0.1913993085573782,0.0325,1,0.4347826086956522,0.20833333333333331,0,63.3562511979018,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium
38,CNSTU1038,1,0.5909090909090909,0.6249999999999999,0.4999999999999999,0.5555555555555556,0.25,0.0,2,0.7012365193871286,0.3176961235536472,0.14250000000000002,1,0.4782608695652174,0.875,1,80.24451818559972,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium
39,CNSTU1039,0,0.9545454545454545,0.9999999999999999,0.9999999999999999,0.7777777777777777,0.75,1.0,1,0.29287567415095195,0.6227055805071581,0.41,2,0.34782608695652173,0.625,1,88.47098302612154,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Medium
40,CNSTU1040,0,0.7272727272727272,0.9583333333333334,0.6666666666666666,0.8888888888888888,1.0,1.0,0,0.5445116303421833,0.7310266493324155,0.505,0,0.26086956521739135,0.7916666666666667,1,94.83927691457868,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,High
41,CNSTU1041,1,0.5909090909090909,0.33333333333333337,0.6666666666666666,0.8888888888888888,0.0,3.0,2,0.611364863816835,0.6176069895713273,0.405,2,0.26086956521739135,0.625,1,73.4111573713106,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Medium
42,CNSTU1042,1,0.8181818181818182,0.9583333333333334,0.4999999999999999,0.2222222222222222,1.0,4.0,0,0.5844751500435721,0.5602036768556852,0.355,2,0.39130434782608703,0.4583333333333333,0,88.78680833431295,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Medium
43,CNSTU1043,1,0.5909090909090909,0.6249999999999999,0.8333333333333334,0.3333333333333333,0.5,5.0,0,0.7429108788296088,0.5231125942154754,0.3225,2,0.39130434782608703,0.6666666666666667,0,77.61491530499293,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Medium
44,CNSTU1044,0,0.6818181818181818,0.5833333333333334,0.4999999999999999,1.0,0.5,0.0,1,0.5146002970019015,0.2876289352598479,0.11750000000000001,1,0.6521739130434783,0.16666666666666669,0,76.2737270005918,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium
45,CNSTU1045,1,0.9090909090909091,0.7083333333333334,0.4999999999999999,0.0,1.0,3.0,2,0.9697929580784308,0.4393644916543916,0.25,1,0.4347826086956522,1.0,1,86.83659937486672,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium
46,CNSTU1046,0,1.0,0.8333333333333334,0.4999999999999999,0.3333333333333333,0.75,0.0,2,0.7072750025133661,0.49120557914137597,0.29500000000000004,1,0.39130434782608703,0.49999999999999994,1,84.52322878413419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Medium
47,CNSTU1047,0,0.7727272727272728,0.9999999999999999,0.8333333333333334,0.5555555555555556,0.25,1.0,1,0.7050481939905588,0.7947577785771164,0.5599999999999999,0,0.5217391304347826,0.2916666666666667,1,62.23607843015751,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Medium
48,CNSTU1048,1,0.7272727272727272,0.4999999999999999,0.6666666666666666,0.1111111111111111,0.75,3.0,2,0.6304273980431931,0.6520569912470257,0.435,2,0.782608695652174,0.9583333333333333,0,92.76540349725896,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Medium
49,CNSTU1049,0,0.4999999999999999,0.5833333333333334,0.4999999999999999,0.7777777777777777,1.0,0.0,0,0.7435750792632323,0.2307253022607867,0.0675,1,0.34782608695652173,0.16666666666666669,1,91.80091354147451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Medium
50,CNSTU1050,2,0.6818181818181818,0.6249999999999999,0.6666666666666666,0.8888888888888888,0.0,5.0,1,0.9004800267981254,0.6481501272122924,0.43250000000000005,2,0.26086956521739135,0.4583333333333333,1,71.7443729849047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Medium
51,CNSTU1051,1,0.5909090909090909,0.6666666666666666,0.33333333333333337,0.7777777777777777,1.0,0.0,1,0.5041283082366874,0.50631687725007,0.30750000000000005,2,0.5652173913043478,0.3333333333333333,0,81.95803533437409,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Medium
52,CNSTU1052,1,0.4545454545454545,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.5,1.0,2,0.5530832518010675,0.4479489332721417,0.2575,1,0.39130434782608703,0.08333333333333331,0,82.94030186282738,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium
53,CNSTU1053,0,0.7272727272727272,0.5833333333333334,0.8333333333333334,0.4444444444444445,0.5,3.0,2,0.6360881590046779,0.7056685911015069,0.48250000000000004,2,0.5217391304347826,0.08333333333333331,1,80.60673765823907,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Medium
54,CNSTU1054,0,0.8181818181818182,0.8749999999999999,0.8333333333333334,0.2222222222222222,1.0,2.0,1,0.3919982356920704,0.7895332378325236,0.555,0,0.6086956521739131,0.0,0,72.4969484615458,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Medium
55,CNSTU1055,1,0.6818181818181818,0.7916666666666666,0.4999999999999999,0.5555555555555556,0.75,0.0,0,0.5153409138558414,0.7695893571565732,0.5375,0,0.6521739130434783,1.0,1,71.28376632061949,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Medium
56,CNSTU1056,1,0.6818181818181818,0.6249999999999999,0.6666666666666666,0.7777777777777777,0.25,1.0,2,0.5956866240113121,0.4154898286888057,0.2275,1,0.782608695652174,0.875,0,77.74445929008554,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Medium
57,CNSTU1057,1,0.9545454545454545,0.6249999999999999,0.6666666666666666,0.8888888888888888,0.75,1.0,0,0.9120248858466922,0.5214908581630903,0.32000000000000006,2,0.34782608695652173,0.7083333333333333,0,89.72729019259364,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Medium
58,CNSTU1058,0,0.4999999999999999,0.9166666666666666,0.6666666666666666,0.8888888888888888,1.0,3.0,0,0.7687233025787608,0.649586019614046,0.43250000000000005,2,0.39130434782608703,0.9583333333333333,0,83.43600154594432,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,High
59,CNSTU1059,1,0.6818181818181818,0.8749999999999999,0.6666666666666666,0.2222222222222222,0.0,4.0,1,0.7525689001278044,0.7784423587578052,0.545,0,0.39130434782608703,0.4583333333333333,1,74.29385667913894,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Medium
60,CNSTU1060,0,0.9090909090909091,0.29166666666666663,0.6666666666666666,0.3333333333333333,1.0,5.0,2,0.9065228009040998,0.48749848576427535,0.29,1,0.30434782608695654,0.3333333333333333,1,85.71698710648344,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium
61,CNSTU1061,0,0.31818181818181823,0.5833333333333334,0.4999999999999999,1.0,0.5,0.0,2,0.6750514490261073,0.5462015380005701,0.3425,2,0.34782608695652173,0.3333333333333333,1,49.51457379369924,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Medium
62,CNSTU1062,1,0.4999999999999999,0.7083333333333334,0.4999999999999999,0.0,0.5,3.0,1,0.7986807113549808,0.3620663385321278,0.1825,1,0.26086956521739135,0.7083333333333333,0,89.48765700372104,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium
63,CNSTU1063,0,0.36363636363636365,0.45833333333333337,0.4999999999999999,0.3333333333333333,1.0,0.0,2,0.6830500292433679,0.3440920085171991,0.165,1,0.39130434782608703,0.7083333333333333,0,60.60286221221901,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium
64,CNSTU1064,2,0.8181818181818182,0.9166666666666666,0.6666666666666666,0.5555555555555556,0.75,1.0,0,0.7693793542060847,0.7458384978121729,0.5175,0,0.4782608695652174,0.25,0,74.37559058596868,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Medium
65,CNSTU1065,1,0.8181818181818182,0.45833333333333337,0.6666666666666666,0.1111111111111111,0.25,3.0,1,0.5707334724148998,0.854581339047498,0.6125,0,0.21739130434782608,0.125,0,66.80330105373856,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Medium
66,CNSTU1066,1,0.8636363636363636,0.7499999999999999,0.6666666666666666,0.7777777777777777,0.75,0.0,1,0.13600968362455834,0.5689313090172666,0.36250000000000004,2,0.5217391304347826,0.49999999999999994,1,65.05318524279095,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Medium
67,CNSTU1067,0,0.9545454545454545,0.9999999999999999,0.9999999999999999,0.8888888888888888,1.0,5.0,2,0.675775800216647,0.7840399129117382,0.55,0,0.5217391304347826,0.6666666666666667,1,89.6082678737852,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,High
68,CNSTU1068,0,0.31818181818181823,0.6249999999999999,0.33333333333333337,0.7777777777777777,0.0,0.0,2,1.0,0.6556605383428601,0.4375,2,0.4347826086956522,0.9583333333333333,1,73.32298798688109,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Medium
69,CNSTU1069,1,0.9090909090909091,0.6249999999999999,0.4999999999999999,0.3333333333333333,1.0,1.0,1,0.9241635610951526,0.45430938241230867,0.2625,1,0.5217391304347826,0.041666666666666685,0,81.46503881730716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Medium
70,CNSTU1070,1,0.13636363636363635,0.6249999999999999,0.33333333333333337,0.4444444444444445,0.5,3.0,0,0.933340741278645,0.6556124544350163,0.4375,2,0.4347826086956522,0.5416666666666667,0,77.53079421120816,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Medium
71,CNSTU1071,1,0.8181818181818182,0.5833333333333334,0.6666666666666666,0.2222222222222222,0.5,2.0,2,0.9967515543491605,0.8909406466265274,0.645,0,0.5652173913043478,0.08333333333333331,1,82.77040827223121,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Medium
72,CNSTU1072,0,0.5909090909090909,0.41666666666666663,0.4999999999999999,0.5555555555555556,1.0,0.0,0,0.7279917782983119,0.576168125511343,0.3675,2,0.39130434782608703,0.16666666666666669,0,78.76821891060256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Medium
73,CNSTU1073,1,0.7727272727272728,0.7916666666666666,0.6666666666666666,0.7777777777777777,0.75,1.0,0,0.7534415515929069,0.8962620644961349,0.65,0,0.39130434782608703,0.5416666666666667,1,65.1700777581143,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Medium
74,CNSTU1074,0,0.5909090909090909,0.7499999999999999,0.6666666666666666,0.8888888888888888,0.25,1.0,1,0.5625608202360795,0.05938431251538456,0.0,1,0.5217391304347826,0.08333333333333331,0,87.9626681944714,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium
75,CNSTU1075,0,0.5454545454545455,0.4999999999999999,0.33333333333333337,0.8888888888888888,0.75,3.0,2,0.6331962999819662,0.7477138342083781,0.52,0,0.6521739130434783,0.9166666666666667,0,73.06243416838687,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Medium
76,CNSTU1076,1,0.6818181818181818,0.6666666666666666,0.33333333333333337,0.2222222222222222,1.0,4.0,2,0.8514516818123621,0.6007427469809675,0.39,2,0.13043478260869565,0.25,1,62.434181013402494,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Medium
77,CNSTU1077,0,0.4545454545454545,0.6666666666666666,0.33333333333333337,0.3333333333333333,0.0,5.0,1,0.9891988683605661,0.5235318632401599,0.3225,2,0.39130434782608703,0.7083333333333333,1,73.71884839034088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Medium
78,CNSTU1078,2,0.6818181818181818,0.5416666666666666,0.4999999999999999,1.0,1.0,0.0,2,0.6745655651110627,0.6016854886404338,0.39,2,0.4782608695652174,0.49999999999999994,0,93.00759790634312,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Medium
79,CNSTU1079,1,0.8636363636363636,0.9999999999999999,0.8333333333333334,0.0,0.5,3.0,0,0.601783716077851,0.1858195504131548,0.027500000000000004,1,0.30434782608695654,0.9166666666666667,1,86.50221742113493,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Medium
80,CNSTU1080,1,0.7727272727272728,0.6249999999999999,0.4999999999999999,0.3333333333333333,0.5,0.0,1,0.7073501619055143,0.5393989557658309,0.3375,2,0.6521739130434783,0.875,1,74.5134786559214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Medium
81,CNSTU1081,0,0.4999999999999999,0.7499999999999999,0.4999999999999999,0.5555555555555556,1.0,1.0,1,0.8480404253712326,0.6547558476356826,0.4375,2,0.26086956521739135,0.37499999999999994,0,74.50742295681572,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Medium
82,CNSTU1082,0,0.7727272727272728,0.7916666666666666,0.4999999999999999,0.1111111111111111,0.75,3.0,2,0.3690485662487495,0.8789121422816367,0.6325000000000001,0,0.30434782608695654,1.0,0,74.78364948782617,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Medium
83,CNSTU1083,1,0.5909090909090909,0.5833333333333334,0.33333333333333337,0.7777777777777777,0.25,0.0,2,0.16941776397039554,0.47967928967860407,0.28500000000000003,1,0.4347826086956522,0.49999999999999994,0,98.7674798356084,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium
84,CNSTU1084,1,0.7272727272727272,0.5833333333333334,0.4999999999999999,0.8888888888888888,0.75,5.0,1,0.578280425543038,0.4216346127546958,0.23250000000000004,1,0.26086956521739135,0.625,1,81.81935452231554,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium
85,CNSTU1085,1,0.4545454545454545,0.7083333333333334,0.33333333333333337,0.7777777777777777,1.0,0.0,0,0.42131270839790913,0.4829819246164261,0.28750000000000003,1,0.782608695652174,0.3333333333333333,0,82.3004164719107,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium
